Country Code,Country Name,Series Code,Series Name,YR1960--1960,YR1961--1961,YR1962--1962,YR1963--1963,YR1964--1964,YR1965--1965,YR1966--1966,YR1967--1967,YR1968--1968,YR1969--1969,YR1970--1970,YR1971--1971,YR1972--1972,YR1973--1973,YR1974--1974,YR1975--1975,YR1976--1976,YR1977--1977,YR1978--1978,YR1979--1979,YR1980--1980,YR1981--1981,YR1982--1982,YR1983--1983,YR1984--1984,YR1985--1985,YR1986--1986,YR1987--1987,YR1988--1988,YR1989--1989,YR1990--1990,YR1991--1991,YR1992--1992,YR1993--1993,YR1994--1994,YR1995--1995,YR1996--1996,YR1997--1997,YR1998--1998,YR1999--1999,YR2000--2000,YR2001--2001,YR2002--2002,YR2003--2003,YR2004--2004,YR2005--2005,YR2006--2006,YR2007--2007,YR2008--2008,YR2009--2009,YR2010--2010,YR2011--2011
EAS,East Asia & Pacific (all income levels),SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,930010097.2,949050620.6,961045004.3,974036837.9,985819941.8,1001225994,1011942301,1019028353,1033492259,1047973789,1059822632,1073243355,1087351363,1101070149,1115139861,1129852248,1146468140,1153406955,1162767280,1176257593,..
EAP,East Asia & Pacific (developing only),SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,370821114.8,378389800.6,383932026.4,388649850.2,393463150.8,399752315.7,404313624.5,408830255.1,415068843,421103063.2,425859585.7,431032296.9,436536305.3,441636213.2,447929513.3,454120955.1,461020590.5,463408111.3,467861695.4,473417897.2,..
EAP,East Asia & Pacific (developing only),SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,462392745.4,472707888.1,479184239.6,485284122.4,491665944.6,499021989.4,504395140.2,508525473.5,516873150.5,524299006.4,531413873.6,539038534.3,547915734.5,555411208.3,562777052.7,570917994.9,578181174.3,581703310.4,588306320.3,595910471.3,..
EAP,East Asia & Pacific (developing only),SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,833217645.4,851173807.4,862699322.6,874511771.1,885115123.9,899299840.3,908851428.1,917575579.6,932151101.9,945640478.6,957042432.2,970281429.2,984284165.4,997238429.6,1010419876,1024124053,1039415381,1045876037,1056318455,1068927481,..
ECU,Ecuador,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1157080.715,1216332.032,1363066.92,1362978.662,1486430.8,1522856.619,1534722.979,1704481.34,1777639.318,1821908.897,2089462.248,2080059.789,2056182.145,2337419.277,2304119.734,2424923.103,2409721.299,2362196.231,2400314.998,2499333.467,..
ECU,Ecuador,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2536850.261,2601579.973,2758057.18,2754698.876,2884831.451,2917252.809,2925546.132,3100263.209,3138881.89,3179839.536,3331248.174,3362945.137,3368752.061,3548643.794,3632322.824,3765517.425,3814927.98,3824068.182,3845502.123,3935703.14,..
ECU,Ecuador,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3689483.897,3816761.431,4116632.174,4120263.616,4374112.499,4443240.024,4459916.497,4804678.705,4916645.475,5002153.568,5416855.746,5443716.302,5426043.713,5882582.57,5933686.766,6192628.636,6227519.825,6189810.635,6244689.497,6429060.847,..
EGY,"Egypt, Arab Rep.",SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2988141.433,3186871.326,2976086.561,3143541.941,3012878.02,3166990.861,3166775.78,3124542.409,3333480.68,3359353.75,3454264.64,3233110.678,3420807.471,3589234.922,3759139.81,3980585.795,4806063.771,4968129.725,5022679.728,5214904.93,..
EGY,"Egypt, Arab Rep.",SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11846500.13,11704234.46,12157464.06,12647521.93,12744935.21,13232522.4,13581952.63,13885122.08,14727490.75,14922604.88,15059238.57,15425183.26,16147604.29,16832559.72,17491497.68,17432732.08,18037205.96,18535289.27,18902130.5,19357125.9,..
EGY,"Egypt, Arab Rep.",SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14822828.72,14876521.26,15139008.71,15814996.39,15760972.51,16398729,16742307.03,17017311.4,18064005.94,18259482.88,18510686.28,18679049.81,19544962.56,20425476.41,21209285.94,21425418.39,22859927.81,23526440.33,23926138.72,24548781.2,..
SLV,El Salvador,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,656917.5518,668217.4331,707556.3031,759481.5227,740706.3198,726071.9993,746872.1195,809064.4282,833442.0656,839205.746,847768.9376,861054.3386,895594.9303,873369.5203,899120.2521,932270.9924,962324.581,982424.1505,991958.3972,1026768.6,..
SLV,El Salvador,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1145034.146,1148478.633,1142634.69,1202345.012,1228138.179,1221335.545,1212861.286,1242252,1230794.991,1222717.434,1216557.868,1222691.166,1245367.251,1250110.643,1261637.019,1296627.885,1328294.231,1372987.113,1362405.066,1391889.75,..
SLV,El Salvador,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1802030.21,1818316.83,1849571.709,1962562.7,1969473.518,1948825.244,1957790.45,2053294.502,2062458.305,2061585.752,2065562.118,2081713.077,2141118.185,2122554.293,2163260.13,2226238.046,2288313.27,2357228.082,2354017.093,2417806.882,..
GNQ,Equatorial Guinea,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85608.96303,87243.20175,88997.67981,90927.42489,92969.25,95148.46794,97227.715,100672.1368,103935.7361,107545.9162,111375.1679,115696.9047,120107.3471,124779.8335,129286.2734,133748.4638,138360.8699,142981.7715,147857.943,152633.0889,..
GNQ,Equatorial Guinea,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104277.8644,106391.2063,109452.0639,112260.5046,115214.402,117539.5491,119205.0817,125377.3773,129431.8816,134062.7397,138027.6865,144010.4936,149443.9159,154400.5483,160364.8587,166032.248,171009.2156,176735.4605,182303.7697,187979.9396,..
GNQ,Equatorial Guinea,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189711.5092,193689.091,198469.4362,203187.1011,208162.9849,212676.798,216453.5183,226132.8389,233305.9688,241536.2571,249356.2449,259470.82,269473.9402,279306.5869,289768.203,299712.7325,309525.2807,319681.2693,329939.2,340821.4885,..
ERI,Eritrea,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,605039.6829,601891.5274,589909.9735,577633.8516,580265.5814,589600.1819,606845.4861,634117.6083,669568.9283,717404.2009,760498.1737,811058.1327,867297.1358,920122.7576,968085.4718,1012602.069,1051263.05,1092462.154,1126278.798,1163053.852,..
ERI,Eritrea,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,679610.64,674083.732,667715.0497,664432.9244,669119.55,681986.052,702047.354,729781.5116,762414.9367,798823.575,841258.4957,888561.4542,937177.8393,986152.7346,1032133.355,1075399.875,1113948.825,1151713.488,1188014.535,1228706.505,..
ERI,Eritrea,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1284590.191,1276150.048,1256762.609,1242813.556,1249560.892,1271846.381,1309878.026,1363564.518,1431979.13,1516296,1601398.808,1698733.901,1804080.975,1906646.408,2001536.322,2086334.44,2164600.292,2244599.52,2316033.413,2390351.42,..
EST,Estonia,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,401077.9734,376698.7321,347574.8517,328035.2131,306970.0983,304534.9481,301830.3573,298422.9544,288911.6194,280405.6103,282647.1084,287405.7205,290882.8973,299199.6053,311652.7024,325558.4817,327766.9564,327835.1301,310882.4444,301373.8052,..
EST,Estonia,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,412179.4502,390314.8591,362639.9014,346143.4082,326584.1557,320560.6955,314505.9008,314409.8748,296609.9627,289979.7391,293783.8758,298253.9813,305299.0166,302422.299,306880.2748,325751.2915,334853.5049,337431.7112,293097.3115,278578.008,..
EST,Estonia,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,812930.6315,766966.6224,710389.476,674270.6047,633821.4682,624624.5657,615584.682,613558.4,585103.6141,569948.5959,576698.425,585887.0747,596190.4606,601598.4479,618946.4507,651344.441,662281.5312,665770.0409,604048.1838,579864.92,..
ETH,Ethiopia,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8958122.956,9294632.661,9507692.937,9779677.746,9816442.535,9999777.186,10262192.71,10597190.17,10875739.91,11455839.99,12067516.12,12750057.73,13490375.39,14232964.94,14997808.65,15483167.75,15992112.02,16522934.47,17073090.09,17615613.75,..
ETH,Ethiopia,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11775834.32,12129965.64,12519139.08,12912016.03,13214811.97,13622015.76,14000786.25,14370960.38,14773271.82,15232912.53,15718782.95,16249330.64,16809143.36,17399950.44,18022833.6,18552544.59,19128121.51,19727000.53,20322863.26,20958394.51,..
ETH,Ethiopia,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20724759.44,21428072.56,22031623.4,22697073.25,23023891.53,23616207.98,24273971.76,24978569.75,25642618.51,26696100.29,27771429.95,29016927.88,30293072.24,31641610.46,33025318.28,34060086.5,35143987.81,36227626.55,37394719.72,38595943.02,..
EMU,Euro area,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49483821.27,49271461.21,48852568.87,48849783.9,49482791.63,50196559.67,50771723.98,51855005.72,53318619.74,54856847.36,56097585.48,57058236.11,58296433.27,59288711.61,60421414.36,61934218.98,63548380.19,64596077.11,64283586.45,64237299.91,..
EMU,Euro area,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76927169.58,75837074.8,74412611.66,73730206.71,73976395.42,74047632.78,74193858.42,75157405.18,75723595.27,76834377.17,77644789.3,77803470.92,78043926.13,78703355.24,79500523.36,80712282.86,82082331.66,82432996.78,80203154.82,79575230.28,..
EMU,Euro area,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126376279.6,125141028.1,123273545.9,122608997.2,123440060.9,124279827.5,125034391.5,127013116.8,129074678.9,131641471.5,133666472.2,134857172.8,136382699,137996122.5,139970374.5,142612386.3,145591519.4,147063290.9,144512938,143822513.4,..
ECS,Europe & Central Asia (all income levels),SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,151102851.5,152376543.6,149050090.4,148195736.1,148646409.3,149383854.5,148748525.9,149341580.5,153734968.3,155939947.4,157765253.6,159800809.3,160624548.1,162122649.2,164471346.6,167799048.8,171254134.4,173538224.9,172507227.4,173534384.3,..
ECS,Europe & Central Asia (all income levels),SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200401479.2,200930763.3,197483054.3,195338290.1,196084118.2,196001698.3,195310809,195368500,197653596.5,199984032.5,200484262.5,200453307,200972495.4,203028480.7,205879553.7,208657908.3,212770372.2,215179239.7,210745330.1,211649205.9,..
ECS,Europe & Central Asia (all income levels),SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,351485071.2,353375381.3,346522515.2,343510917.3,344767316.8,345470546.2,344210072.6,344709403,351454666.3,358912923.4,358166048.1,360253060.6,361625118.3,365117862.9,372953033.4,378828230.1,386530271,391334112.5,385702694.8,387421917.9,..
ECA,Europe & Central Asia (developing only),SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72167338.95,73796350.52,71229507.92,70457194.19,70168124.87,69957507.14,68526150.99,67727758.68,70496442.78,71209975.8,71708192.85,72691635.88,72121227.34,72393549.98,73324700.69,74589879.03,75925226.52,76498726.38,75937241.96,77007315.59,..
ECA,Europe & Central Asia (developing only),SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86893614.75,89317953.66,87985680.67,86545331.61,86669831.39,86389356.02,85118936.84,84005251.67,85877278.98,87086102.71,86900784.85,86889633.75,86938937.35,88090552.18,89685042.5,90567902.9,92491294.04,93849418.39,92387450.06,94008840.36,..
ECA,Europe & Central Asia (developing only),SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,159063164,163138021.1,159205985.1,156955826,156884415.4,156386596.3,153756525.6,151765259.6,156408984.3,161342752.3,158582262.3,159578480.5,159018351.9,160427872.8,165547993.5,167563306.2,170971987.1,172956250.3,170759788.5,173200419.1,..
EUU,European Union,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83015947.37,82733873.3,81818967.02,81741003.69,82581519.41,83727924.83,84709373.74,86014839.33,87589753.42,88964813.42,90058928.02,90417695.58,91868401.83,93059763.45,94306756.45,96534944.64,98674565.49,100292048.1,99614395.01,99485224.08,..
EUU,European Union,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117852127.9,116100225.3,113791163.8,112906067.3,113741183,114156558.2,114888751.8,115938418.9,116235694.7,117188882.1,117637224.3,117107650.6,117767599.7,118585707,119831491.7,121813203.2,124067332,125143289.1,121879972.6,120980447.4,..
EUU,European Union,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200853232,198877384.5,195618240.1,194658909.5,196311232.8,197930866.8,199642145.5,201928351.8,203863675,206091347.8,207633130.5,207524244.8,209704851.5,211660789.3,214209289.4,218302537.5,222688006.9,225439992.1,221516194.9,220517987.8,..
FRO,Faeroe Islands,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FRO,Faeroe Islands,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FRO,Faeroe Islands,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FJI,Fiji,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63364.85268,68673.30763,73390.86763,78967.78313,84811.77414,89880.23073,90906.18408,93121.62582,93573.54311,94607.25399,96253.93071,97429.29066,100822.3665,102893.6265,104400.8797,106171.6626,107353.1691,108495.47,109583.3938,110907.3826,..
FJI,Fiji,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180538.449,183496.4806,184966.3696,187282.428,189430.7806,189563.373,192102.1776,195268.4261,196231.5256,199072.2201,202822.068,206321.2148,213067.6442,217093.5796,221307.615,225120.2793,228529.6938,231472.17,234805.7449,237591.7473,..
FJI,Fiji,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,243982.0372,252268.1729,258030.3885,266217.6433,274034.5348,279322.7545,283176.5977,288342.1738,289511.7334,293611.414,299194.5207,304023.5256,314017.476,319702.689,325866.8363,331358.6888,335578.5733,340206.9299,344000.0592,348118.38,..
FIN,Finland,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1150166.918,1075671.234,1008284.707,993463.4235,1001993.329,1010496.474,1029983.957,1049553.828,1092944.555,1109957.244,1127056.39,1146435.979,1139272.453,1139421.344,1158240.474,1182489.181,1205398.392,1219870.804,1206780.025,1190294.283,..
FIN,Finland,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1256979.823,1162214.564,1095027.575,1088016.231,1128436.228,1151068.156,1167914.131,1196929.495,1227890.85,1250520.559,1265134.931,1255029.45,1250882.09,1251569.357,1261462.762,1293349.155,1315606.145,1342787.025,1263907.455,1278747.249,..
FIN,Finland,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2407558.295,2238920.684,2103864.27,2082033.993,2129928.391,2161345.835,2197352.82,2246064.174,2324023.927,2359420.446,2395070.099,2401020.476,2389561.625,2392341.67,2418436.184,2476813.328,2519609.266,2563657.674,2469635.281,2470923.416,..
FRA,France,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9939602.988,9927654.62,10009593.8,9966953.339,10149012.82,10258921.47,10244654.52,10435167.24,10589848.91,10936316.81,11159969.58,11383912.28,11869671.58,11857808.63,12139272.75,12252804.44,12572374.6,12776460.08,12759375.14,12741794.93,..
FRA,France,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13463857.28,13359310.84,13110241.1,12902558.75,13062560.24,13110908.31,13045347.92,13169850.09,13258287.06,13583863.38,13870914.29,13943742.18,14109779.93,14131778.4,14226841.47,14261277.39,14431983.35,14593860.45,14398920.78,14432810.55,..
FRA,France,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23391416.27,23294880.55,23138523.87,22881740.35,23199870.15,23380022.23,23322188.74,23610477.25,23875325.74,24521782.09,25034131.5,25348194.42,25960578.81,25969647.4,26388401.05,26531557.61,27014935.16,27378040.01,27156901.99,27199713.52,..
PYF,French Polynesia,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PYF,French Polynesia,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PYF,French Polynesia,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GAB,Gabon,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132833.5718,136976.6397,139778.7009,143892.0761,148129.2144,152488.5102,156628.2964,161546.3444,166558.0902,171276.1982,176408.9541,181997.551,187325.3781,193262.8561,199047.82,205539.3362,211845.318,218771.8508,225778.7378,232294.6123,..
GAB,Gabon,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157468.0484,162273.986,166691.2611,170627.0361,174305.3606,178322.5224,182386.1612,186523.0961,191820.0411,195884.445,200428.4337,205846.1023,210639.13,216364.0459,221414.0144,228305.1342,234938.3157,242106.6434,249738.0932,256333.4363,..
GAB,Gabon,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,290639.0573,299280.6227,306488.2944,314493.1814,322676.2288,331022.854,338869.384,348221.5143,358501.1981,366862.0384,376836.0474,387773.1194,398216.3309,409005.3043,420186.9548,433521.6897,446417.4407,460472.9105,475548.9489,488640.3486,..
GMB,"Gambia, The",SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,170011.8596,175607.9802,181096.4496,187401.2037,194218.8126,201938.6938,209543.4737,218208.863,226449.5491,234797.262,242863.1927,252972.2436,261769.9631,270385.2554,279673.02,289235.9333,299079.8582,309257.3122,320318.3395,331854.4958,..
GMB,"Gambia, The",SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210322.3301,216109.1861,221579.7319,226814.9124,232261.5855,238013.1384,244228.4851,250507.3515,257680.5746,265360.1385,273239.1884,281382.6389,290170.7522,299636.4132,309419.5323,319516.6368,329090.5239,339443.3105,350225.4697,361023.0506,..
GMB,"Gambia, The",SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,380435.4732,391626.2815,402700.3519,414082.3838,426468.0457,440047.9733,453975.6745,468672.8026,483821.9943,499907.4028,516267.7062,534527.333,551761.5842,570281.038,589392.2062,608238.6161,628523.8984,648622.525,670458.6763,692283.02,..
GEO,Georgia,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,936924.4766,966343.252,998552.403,1002028.207,965002.5991,980552.9969,960060.5587,928725.7217,939243.7059,908060.2226,956033.9949,917937.3086,939851.9545,925893.4582,925996.4084,950662.9265,944957.3409,911557.9664,920787.9164,940024.0665,..
GEO,Georgia,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1070001.334,1070445.349,1079207.352,1083043.755,1048484.155,1058290.718,1048276.603,1019695.248,1016662.474,1048054.779,1068098.633,1015961.851,1061888.371,1023145.701,1024547.74,1032792.135,1050475.018,1019507.031,1028168.58,1046100.971,..
GEO,Georgia,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2006972.549,2038375.704,2077808.325,2085469.81,2014221.927,2038014.676,2010225.773,1946935.072,1958786.645,1955241.1,2023420.82,1931729.992,2000191.073,1950595.934,1950375.949,1984016.642,1994577.739,1932113.458,1950228.367,1987592.065,..
DEU,Germany,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15670262.81,15420002.94,15226492.74,15134884.54,15330321.2,15431911.99,15417601.02,15715503.55,15996380.3,16226615.4,16400403.15,16438715.44,16425284.65,16432307.17,16426220.23,16838931.4,17312524.64,17550567.87,17737232.87,17976842.1,..
DEU,Germany,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22100236.69,21822051.96,21483451.23,21301218.34,21268943.42,21068224.12,20869258.57,21078968.35,21010663.89,21037443.01,20985868.96,20607105.12,20205151.18,20223078.9,20324651.17,20606589.25,21112916.84,21357224.48,21171342.1,21248644.79,..
