"","STS_ID","STS_ID_CONSTR1","STS_ID_CONSTR2","STS_ID_WEIGHT","CONSTRUCTION_TYPE","GROWTH_RATE_FREQ","GROWTH_TYPE","AGGREGATION","THRESHOLD_PROP","THRESHOLD_COUNTRIES","SCALING","COMMENTS_construction","TITLE_STS","TITLE_STS_SHORT","UNIT_MULT","UNIT_MEASURE","DEFINITION","OWNER","SOURCE","DATA_TYPE","SQL_DOMAIN_CODE","SQL_ELEMENT_CODE","SQL_ITEM_CODE","WDINAME","COMMENTS_metadata","TOPIC","[EMPTY]"
"302","QC.RHRV.TN.HA.GR12","QC.RHRV.TN.HA.NO","","QC.RHRV.TN.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Treenut harvested area annual growth (percent)","Treenuts harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","treenuts, production",NA
"303","QC.YIELD.TN.HG.NO","","","QC.RHRV.TN.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Treenut yield (hg/ha)","Treenuts yield","","hg/ha","See 'Treenuts' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,1729,"","","treenuts, production",NA
"304","QC.YIELD.TN.HG.GR10","QC.YIELD.TN.HG.NO","","QC.YIELD.TN.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"","Treenut yield annual growth (percent)","Treenuts yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","treenuts, production",NA
"305","QC.YIELD.TN.HG.GR12","QC.YIELD.TN.HG.NO","","QC.YIELD.TN.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Treenut yield annual growth (percent)","Treenuts yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","treenuts, production",NA
"306","QC.PRD.FRU.TN.NO","","","","",NA,"","sum",0,0,NA,"","Fruit production, excluding melons (tonnes)","Fruit production","","tonnes","See 'Fruit, excluding melons' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5510,1801,"","","fruit, production",NA
"307","QC.PRD.FRU.TN.SHW","QC.PRD.FRU.TN.NO","","","share",NA,"","sum",0,0,100,"","Fruit production, share of world total","Fruit production","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","fruit, production",NA
"308","QC.PRD.FRU.TN.SHP","QC.PRD.FRU.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Fruit production, excluding melons (tonne/cap)","Fruit production","","tonne/cap","","","FAO, Statistics Division ","processed","",NA,NA,"","","fruit, production",NA
"309","QC.PRD.FRU.TN.GR10","QC.PRD.FRU.TN.NO","","QC.PRD.FRU.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Fruit production annual growth (percent)","Fruit production","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","fruit, production",NA
"310","QC.PRD.FRU.TN.GR12","QC.PRD.FRU.TN.NO","","QC.PRD.FRU.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Fruit production annual growth (percent)","Fruit production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"311","QC.RHRV.FRU.HA.NO","","","","",NA,"","sum",0,0,NA,"","Fruit harvested area (ha)","Fruit harvested area","","ha","See 'Fruit, excluding melons' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,1801,"","","fruit, production",NA
"312","QC.RHRV.FRU.HA.SHW","QC.RHRV.FRU.HA.NO","","","share",NA,"","sum",0,0,100,"","Fruit harvested area, share of world area (percent)","Fruit harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"313","QC.RHRV.FRU.HA.SHL","QC.RHRV.FRU.HA.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Fruit harvested area, share of agricultural area (percent)","Fruit harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"314","QC.RHRV.FRU.HA.GR10","QC.RHRV.FRU.HA.NO","","QC.RHRV.FRU.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Fruit harvested area annual growth (percent)","Fruit harvested area","","percent","","","FAO, Statistics Division ","processed","",NA,NA,"","","fruit, production",NA
"315","QC.RHRV.FRU.HA.GR12","QC.RHRV.FRU.HA.NO","","QC.RHRV.FRU.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Fruit harvested area annual growth (percent)","Fruit harvested area","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","fruit, production",NA
"316","QC.YIELD.FRU.HG.NO","","","QC.RHRV.FRU.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Fruit yield (hg/ha)","Fruit yield","","hg/ha","See 'Fruit, excluding melons' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,1801,"","","fruit, production",NA
"317","QC.YIELD.FRU.HG.GR10","QC.YIELD.FRU.HG.NO","","QC.YIELD.FRU.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Fruit yield annual growth (percent)","Fruit yield","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","fruit, production",NA
"318","QC.YIELD.FRU.HG.GR12","QC.YIELD.FRU.HG.NO","","QC.YIELD.FRU.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Fruit yield annual growth (percent)","Fruit yield","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","fruit, production",NA
"319","QC.PRD.CIFRU.TN.NO","","","","",NA,"","sum",0,0,NA,"","Citrus fruit production (tonnes)","Citrus fruit production","","tonnes","See 'Fruit, citrus nes' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5510,1804,"","","citrus fruit, production",NA
"320","QC.PRD.CIFRU.TN.SHP","QC.PRD.CIFRU.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Citrus fruit production per capita (tonne/cap)","Citrus fruit production","","tonne/cap","","","FAO, Statistics Division ","processed","",NA,NA,"","","citrus fruit, production",NA
"321","QC.PRD.CIFRU.TN.GR10","QC.PRD.CIFRU.TN.NO","","QC.PRD.CIFRU.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Citrus fruit production annual growth (percent)","Citrus fruit production","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","citrus fruit, production",NA
"322","QC.PRD.CIFRU.TN.GR12","QC.PRD.CIFRU.TN.NO","","QC.PRD.CIFRU.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Citrus fruit production annual growth (percent)","Citrus fruit production","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","citrus fruit, production",NA
"323","QC.RHRV.CIFRU.HA.NO","","","","",NA,"","sum",0,0,NA,"","Citrus fruit harvested area (ha)","Citrus fruit harvested area","","ha","See 'Fruit, citrus nes' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,1804,"","","citrus fruit, production",NA
"324","QC.RHRV.CIFRU.HA.GR10","QC.RHRV.CIFRU.HA.NO","","QC.RHRV.CIFRU.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Citrus fruit harvested area annual growth (percent)","Citrus fruit harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","citrus fruit, production",NA
"325","QC.RHRV.CIFRU.HA.GR12","QC.RHRV.CIFRU.HA.NO","","QC.RHRV.CIFRU.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Citrus fruit harvested area annual growth (percent)","Citrus fruit harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","citrus fruit, production",NA
"326","QC.YIELD.CIFRU.HG.NO","","","QC.RHRV.CIFRU.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Citrus fruit yield (hg/ha)","Citrus fruit yield","","hg/ha","See 'Fruit, citrus nes' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,1804,"","","citrus fruit, production",NA
"327","QC.YIELD.CIFRU.HG.GR10","QC.YIELD.CIFRU.HG.NO","","QC.YIELD.CIFRU.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Citrus fruit yield annual growth (percent)","Citrus fruit yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","citrus fruit, production",NA
"328","QC.YIELD.CIFRU.HG.GR12","QC.YIELD.CIFRU.HG.NO","","QC.YIELD.CIFRU.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Citrus fruit yield annual growth (percent)","Citrus fruit yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","citrus fruit, production",NA
"329","QC.PRD.FC.TN.NO","","","","",NA,"","sum",0,0,NA,"","Fibre crop production (tonnes)","Fibre crops production","","tonnes","See 'Fibre crops' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5510,1753,"","","fibre crops, production",NA
"330","QC.PRD.FC.TN.SHP","QC.PRD.FC.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Fibre crop production per capita (tonne/cap)","Fibre crops production","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fibre crops, production",NA
"331","QC.PRD.FC.TN.GR10","QC.PRD.FC.TN.NO","","QC.PRD.FC.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Fibre crop production annual growth (percent)","Fibre crop production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fibre crops, production",NA
"332","QC.PRD.FC.TN.GR12","QC.PRD.FC.TN.NO","","QC.PRD.FC.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Fibre crop production annual growth (percent)","Fibre crop production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fibre crops, production",NA
"333","QC.RHRV.FC.HA.NO","","","","",NA,"","sum",0,0,NA,"","Fibre crop harvested area (ha)","Fibre crop harvested area","","ha","See 'Fibre crops' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,1753,"","","fibre crops, production",NA
"334","QC.RHRV.FC.HA.GR10","QC.RHRV.FC.HA.NO","","QC.RHRV.FC.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Fibre crop harvested area annual growth (percent)","Fibre crop harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fibre crops, production",NA
"335","QC.RHRV.FC.HA.GR12","QC.RHRV.FC.HA.NO","","QC.RHRV.FC.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Fibre crop harvested area annual growth (percent)","Fibre crop harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fibre crops, production",NA
"336","QC.YIELD.FC.HG.NO","","","QC.RHRV.FC.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Fibre crop yield (hg/ha)","Fibre crop yield","","hg/ha","See 'Fibre crops' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,1753,"","","fibre crops, production",NA
"337","QC.YIELD.FC.HG.GR10","QC.YIELD.FC.HG.NO","","QC.YIELD.FC.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Fibre crop yield annual growth (percent)","Fibre crop yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fibre crops, production",NA
"338","QC.YIELD.FC.HG.GR12","QC.YIELD.FC.HG.NO","","QC.YIELD.FC.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Fibre crop yield annual growth (percent)","Fibre crop yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fibre crops, production",NA
"339","QC.PRD.JJ.TN.NO","","","","",NA,"","sum",0,0,NA,"","Jute and jute-like production (tonnes)","Jute and jute-like production","","tonnes","See 'Jute and jute-like' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5510,1751,"","","jute and jute-like, production",NA
"340","QC.PRD.JJ.TN.SHP","QC.PRD.JJ.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Jute and jute-like production per capita (tonne/cap)","Jute and jute-like production","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","jute and jute-like, production",NA
"341","QC.PRD.JJ.TN.GR10","QC.PRD.JJ.TN.NO","","QC.PRD.FC.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Jute and jute-like production annual growth (percent)","Jute and jute-like production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","jute and jute-like, production",NA
"342","QC.PRD.JJ.TN.GR12","QC.PRD.JJ.TN.NO","","QC.PRD.FC.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Jute and jute-like production annual growth (percent)","Jute and jute-like production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","jute and jute-like, production",NA
"343","QC.RHRV.JJ.HA.NO","","","","",NA,"","sum",0,0,NA,"","Jute and jute-like harvested area (ha)","Jute and jute-like harvested area","","ha","See 'Jute and jute-like' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,1751,"","","jute and jute-like, production",NA
"344","QC.RHRV.JJ.HA.GR10","QC.RHRV.JJ.HA.NO","","QC.RHRV.JJ.HA.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Jute and jute-like harvested area annual growth (percent)","Jute and jute-like harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","jute and jute-like, production",NA
"345","QC.RHRV.JJ.HA.GR12","QC.RHRV.JJ.HA.NO","","QC.RHRV.JJ.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Jute and jute-like harvested area annual growth (percent)","Jute and jute-like harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","jute and jute-like, production",NA
"346","QC.YIELD.JJ.HG.NO","","","QC.RHRV.JJ.HA.NO","",NA,"","weighted.mean",0,0,NA,"I weighted the yield by the harvested area","Jute and jute-like yield (hg/ha)","Jute and jute-like yield","","hg/ha","See 'Jute and jute-like' and 'Crop yield'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5419,1751,"","","jute and jute-like, production",NA
"347","QC.YIELD.JJ.HG.GR10","QC.YIELD.JJ.HG.NO","","QC.YIELD.JJ.HG.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Jute and jute-like yield annual growth (percent)","Jute and jute-like yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","jute and jute-like, production",NA
"348","QC.YIELD.JJ.HG.GR12","QC.YIELD.JJ.HG.NO","","QC.YIELD.JJ.HG.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Jute and jute-like yield annual growth (percent)","Jute and jute-like yield","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","jute and jute-like, production",NA
"349","QA.STCK.CB.HD.NO","","","","",NA,"","sum",0,0,NA,"","Cattle and buffaloes (heads)","Cattle and buffaloes","","heads","See 'Cattle' and 'Buffaloes'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QA",5111,1746,"","","cattle and buffaloes, production",NA
"350","QA.STCK.CB.HD.SHW","QA.STCK.CB.HD.NO","","","share",NA,"","sum",0,0,100,"","Cattle and buffaloes, share of world","Cattle and buffaloes","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","cattle and buffaloes, production",NA
"351","QA.STCK.CB.HD.SHL","QA.STCK.CB.HD.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,NA,"","Cattle and buffaloes per ha of agricultural area (head/ha)","Cattle and buffaloes","","head/ha","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","cattle and buffaloes, production",NA
"352","QA.STCK.CB.HD.GR12","QA.STCK.CB.HD.NO","","QA.STCK.CB.HD.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Cattle and buffaloes annual growth (percent)","Cattle and buffaloes","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","cattle and buffaloes, production",NA
"353","QA.STCK.SG.HD.NO","","","","",NA,"","sum",0,0,NA,"","Sheep and goats (heads)","Sheep and goats","","heads","See 'Sheep' and 'Goats'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QA",5111,1749,"","","sheep and goats, production",NA
"354","QA.STCK.SG.HD.SHW","QA.STCK.SG.HD.NO","","","share",NA,"","sum",0,0,100,"","Sheep and goats, share of world total","Sheep and goats","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","sheep and goats, production",NA
"355","QA.STCK.SG.HD.SHL","QA.STCK.SG.HD.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,NA,"","Sheep and goats per ha of agricultural area (head/ha)","Sheep and goats","","head/ha","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","sheep and goats, production",NA
"356","QA.STCK.SG.HD.GR12","QA.STCK.SG.HD.NO","","QA.STCK.SG.HD.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Sheep and goats annual growth (percent)","Sheep and goats","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","sheep and goats, production",NA
"357","QA.STCK.PB.HD.NO","","","","",NA,"","sum",0,0,NA,"","Poultry birds (heads)","Poultry birds","thousand","heads","Domesticated birds for commercial use.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QA",5112,2029,"","","poultry birds, production",NA
"358","QA.STCK.PB.HD.SHL","QA.STCK.PB.HD.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,NA,"","Poultry birds per ha of agricultural area (head/ha)","Poultry birds","","head/ha","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","poultry birds, production",NA
"359","QA.STCK.PB.HD.SHW","QA.STCK.PB.HD.NO","","","share",NA,"","sum",0,0,100,"","Poultry, share of world","Poultry birds","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","poultry birds, production",NA
"360","QA.STCK.PB.HD.GR12","QA.STCK.PB.HD.NO","","QA.STCK.PB.HD.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Poultry birds annual growth (percent)","Poultry birds","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","poultry birds, production",NA
"361","QA.STCK.PIG.HD.NO","","","","",NA,"","sum",0,0,NA,"","Pigs (heads)","Pigs","","heads","Domestic pig (Sus domestica)"," wild boar (Sus scrofa). See 866. Excludes non-domesticated wild boars.","FAO","FAO, Statistics Division (FAOSTAT)","raw",NA,5111,"1034","","",NA
"362","QA.STCK.PIG.HD.SHW","QA.STCK.PIG.HD.NO","","","share",NA,"","sum",0,0,100,"","Pigs, share of world","Pigs","","percent","","","FAO, Statistics Division","processed","",NA,NA,"","","pigs, production",NA
"363","QA.STCK.PIG.HD.SHL","QA.STCK.PIG.HD.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,NA,"","Pigs per ha of agricultural area (head/ha)","Pigs","","heads/ha","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","pigs, production",NA
"364","QA.STCK.PIG.HD.GR12","QA.STCK.PIG.HD.NO","","QA.STCK.PIG.HD.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Pigs annual growth (percent)","Pigs","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","pigs, production",NA
"365","QA.STCK.CHI.HD.NO","","","","",NA,"","sum",0,0,NA,"","Chickens (heads)","Chickens","thousand","heads","See 'Chickens' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QA",5112,1057,"","","chickens, production",NA
"366","QA.STCK.DU.HD.NO","","","","",NA,"","sum",0,0,NA,"","Ducks (heads)","Ducks","thousand","heads","","FAO","FAO, Statistics Division (FAOSTAT)","raw","QA",5112,1068,"","","ducks, production",NA
"367","QA.STCK.GGF.HD.NO","","","","",NA,"","sum",0,0,NA,"","Geese and guinea fowls (heads)","Geese and guinea fowls","thousand","heads","","FAO","FAO, Statistics Division (FAOSTAT)","raw","QA",5112,1072,"","","geese and guinea fowls, production",NA
"368","QA.STCK.TU.HD.NO","","","","",NA,"","sum",0,0,NA,"","Turkeys (heads)","Turkeys","thousand","heads","","FAO","FAO, Statistics Division (FAOSTAT)","raw","QA",5112,1079,"","","turkeys, production",NA
"369","QD.PRD.BOB.TN.NO","","","","",NA,"","sum",0,0,NA,"","Beer of barley (tonnes)","Beer of barley","","tonnes","See 'Beer of barley' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,51,"","","beer of barley, production",NA
"370","QD.PRD.CCO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Coconut (copra) oil (tonnes)","Coconut (copra) oil","","tonnes","See 'Coconut (copra) oil' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,252,"","","coconut (copra) oil, production",NA
"371","QD.PRD.CL.TN.NO","","","","",NA,"","sum",0,0,NA,"","Cotton lint (tonnes)","Cotton lint","","tonnes","See 'Cotton lint' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,767,"","","cotton lint, production",NA
"372","QD.PRD.CSO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Cottonseed oil (tonnes)","Cottonseed oil","","tonnes","Default composition:  Oil, cottonseed","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,331,"","","cottonseed oil, production",NA
"373","QD.PRD.CS.TN.NO","","","","",NA,"","sum",0,0,NA,"","Cottonseed (tonnes)","Cottonseed","","tonnes","See 'Cottonseed' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,329,"","","cottonseed, production",NA
"374","QD.PRD.GNO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Groundnut oil (tonnes)","Groundnut oil","","tonnes","Default composition:  Oil, groundnut","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,244,"","","groundnut oil, production",NA
"375","QD.PRD.LSO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Linseed oil (tonnes)","Linseed oil","","tonnes","See 'Oil crops'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,334,"","","linseed oil, production",NA
"376","QD.PRD.MO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Maize oil (tonnes)","Maize oil","","tonnes","See 'Oil, maize' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,60,"","","maize oil, production",NA
"377","QD.PRD.MS.TN.NO","","","","",NA,"","sum",0,0,NA,"","Margrine short (tonnes)","Margrine short","","tonnes","See 'Margrine short' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,1242,"","","margrine short, production",NA
"378","QD.PRD.ML.TN.NO","","","","",NA,"","sum",0,0,NA,"","Molasses (tonnes)","Molasses","","tonnes","See 'Molasses' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,165,"","","molasses, production",NA
"379","QD.PRD.OOV.TN.NO","","","","",NA,"","sum",0,0,NA,"","Olive oil, virgin (tonnes)","Olive oil, virgin","","tonnes","See 'Olive oil, virgin' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,261,"","","olive oil, production",NA
"380","QD.PRD.PKO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Palm kernel oil (tonnes)","Palm kernel oil","","tonnes","See 'Palm kernel oil' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,258,"","","palm kernel oil, production",NA
"381","QD.PRD.PK.TN.NO","","","","",NA,"","sum",0,0,NA,"","Palm kernels (tonnes)","Palm kernels","","tonnes","See 'Palm kernels' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,256,"","","palm kernels, production",NA
"382","QD.PRD.PO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Palm oil (tonnes)","Palm oil","","tonnes","See 'Oil, palm' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,257,"","","palm oil, production",NA
"383","QD.PRD.RO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Rapeseed oil (tonnes)","Rapeseed oil","","tonnes","See 'Rape  and Mustard oil'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,271,"","","rapeseed oil, production",NA
"384","QD.PRD.SAFO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Safflower oil (tonnes)","Safflower oil","","tonnes","See 'Oilcrops'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,281,"","","safflower oil, production",NA
"385","QD.PRD.SO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Sesame oil (tonnes)","Sesame oil","","tonnes","Default composition:  Oil, sesame","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,290,"","","sesame oil, production",NA
"386","QD.PRD.SBO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Soybean oil (tonnes)","Soybean oil","","tonnes","See 'Soybean oil' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,237,"","","soybean oil, production",NA
"387","QD.PRD.SRC.TN.NO","","","","",NA,"","sum",0,0,NA,"","Sugar raw centrifugal (tonnes)","Sugar raw centrifugal","","tonnes","See 'Sugar (Raw Equivalent)' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,162,"","","sugar raw centrifugal, production",NA
"388","QD.PRD.SUFO.TN.NO","","","","",NA,"","sum",0,0,NA,"","Sunflower oil (tonnes)","Sunflower oil (tonnes)","","tonnes","See 'Sunflowerseed oil' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,268,"","","sunflower oil, production",NA
"389","QD.PRD.WINE.TN.NO","","","","",NA,"","sum",0,0,NA,"","Wine production (tonnes)","Wine production","","tonnes","See 'Wine' and 'Crop production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QD",5510,564,"","","wine, production",NA
"390","QD.PRD.WINE.TN.SHW","QD.PRD.WINE.TN.NO","","","share",NA,"","sum",0,0,100,"","Wine production, share of world production (percent)","Wine production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wine, production",NA
"391","QC.PRD.FRUNOGR.TN.NO","","","","manual",NA,"","sum",0,0,NA,"","Fruit production, excluding melons  and grapes (tonnes)","Fruit production excl. grapes","","tonnes","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"392","QC.PRD.FRUNOGR.TN.GR12","QC.PRD.FRUNOGR.TN.NO","","QC.PRD.FRUNOGR.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Fruit production, excluding melons  and grapes annual growth (percent)","Fruit production excl. grapes","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
