STS_ID,TITLE_STS,TITLE_STS_SHORT,UNIT_MULT,UNIT_MEASURE,DEFINITION,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
QC.RHRV.FRU.HA.GR10,Fruit harvested area annual growth (percent),Fruit harvested area,,percent,,,"FAO, Statistics Division ",processed,,,,,,"fruit, production"
QC.RHRV.FRU.HA.GR12,Fruit harvested area annual growth (percent),Fruit harvested area,,percent,,,"FAO, Statistics Division",processed,,,,,,"fruit, production"
QC.YIELD.FRU.HG.NO,Fruit yield (hg/ha),Fruit yield,,hg/ha,"See 'Fruit, excluding melons' and 'Crop yield'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1801,,,"fruit, production"
QC.YIELD.FRU.HG.GR10,Fruit yield annual growth (percent),Fruit yield,,percent,,,"FAO, Statistics Division",processed,,,,,,"fruit, production"
QC.YIELD.FRU.HG.GR12,Fruit yield annual growth (percent),Fruit yield,,percent,,,"FAO, Statistics Division",processed,,,,,,"fruit, production"
QC.PRD.CIFRU.TN.NO,Citrus fruit production (tonnes),Citrus fruit production,,tonnes,"See 'Fruit, citrus nes' and 'Crop production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1804,,,"citrus fruit, production"
QC.PRD.CIFRU.TN.SHP,Citrus fruit production per capita (tonne/cap),Citrus fruit production,,tonne/cap,,,"FAO, Statistics Division ",processed,,,,,,"citrus fruit, production"
QC.PRD.CIFRU.TN.GR10,Citrus fruit production annual growth (percent),Citrus fruit production,,percent,,,"FAO, Statistics Division",processed,,,,,,"citrus fruit, production"
QC.PRD.CIFRU.TN.GR12,Citrus fruit production annual growth (percent),Citrus fruit production,,percent,,,"FAO, Statistics Division",processed,,,,,,"citrus fruit, production"
QC.RHRV.CIFRU.HA.NO,Citrus fruit harvested area (ha),Citrus fruit harvested area,,ha,"See 'Fruit, citrus nes' and 'Crop area'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1804,,,"citrus fruit, production"
QC.RHRV.CIFRU.HA.GR10,Citrus fruit harvested area annual growth (percent),Citrus fruit harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"citrus fruit, production"
QC.RHRV.CIFRU.HA.GR12,Citrus fruit harvested area annual growth (percent),Citrus fruit harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"citrus fruit, production"
QC.YIELD.CIFRU.HG.NO,Citrus fruit yield (hg/ha),Citrus fruit yield,,hg/ha,"See 'Fruit, citrus nes' and 'Crop yield'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1804,,,"citrus fruit, production"
QC.YIELD.CIFRU.HG.GR10,Citrus fruit yield annual growth (percent),Citrus fruit yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"citrus fruit, production"
QC.YIELD.CIFRU.HG.GR12,Citrus fruit yield annual growth (percent),Citrus fruit yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"citrus fruit, production"
QC.PRD.FC.TN.NO,Fibre crop production (tonnes),Fibre crops production,,tonnes,See 'Fibre crops' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1753,,,"fibre crops, production"
QC.PRD.FC.TN.SHP,Fibre crop production per capita (tonne/cap),Fibre crops production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fibre crops, production"
QC.PRD.FC.TN.GR10,Fibre crop production annual growth (percent),Fibre crop production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fibre crops, production"
QC.PRD.FC.TN.GR12,Fibre crop production annual growth (percent),Fibre crop production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fibre crops, production"
QC.RHRV.FC.HA.NO,Fibre crop harvested area (ha),Fibre crop harvested area,,ha,See 'Fibre crops' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1753,,,"fibre crops, production"
QC.RHRV.FC.HA.GR10,Fibre crop harvested area annual growth (percent),Fibre crop harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fibre crops, production"
QC.RHRV.FC.HA.GR12,Fibre crop harvested area annual growth (percent),Fibre crop harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fibre crops, production"
QC.YIELD.FC.HG.NO,Fibre crop yield (hg/ha),Fibre crop yield,,hg/ha,See 'Fibre crops' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1753,,,"fibre crops, production"
QC.YIELD.FC.HG.GR10,Fibre crop yield annual growth (percent),Fibre crop yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fibre crops, production"
QC.YIELD.FC.HG.GR12,Fibre crop yield annual growth (percent),Fibre crop yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fibre crops, production"
QC.PRD.JJ.TN.NO,Jute and jute-like production (tonnes),Jute and jute-like production,,tonnes,See 'Jute and jute-like' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1751,,,"jute and jute-like, production"
QC.PRD.JJ.TN.SHP,Jute and jute-like production per capita (tonne/cap),Jute and jute-like production,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"jute and jute-like, production"
QC.PRD.JJ.TN.GR10,Jute and jute-like production annual growth (percent),Jute and jute-like production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"jute and jute-like, production"
QC.PRD.JJ.TN.GR12,Jute and jute-like production annual growth (percent),Jute and jute-like production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"jute and jute-like, production"
QC.RHRV.JJ.HA.NO,Jute and jute-like harvested area (ha),Jute and jute-like harvested area,,ha,See 'Jute and jute-like' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,1751,,,"jute and jute-like, production"
QC.RHRV.JJ.HA.GR10,Jute and jute-like harvested area annual growth (percent),Jute and jute-like harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"jute and jute-like, production"
QC.RHRV.JJ.HA.GR12,Jute and jute-like harvested area annual growth (percent),Jute and jute-like harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"jute and jute-like, production"
QC.YIELD.JJ.HG.NO,Jute and jute-like yield (hg/ha),Jute and jute-like yield,,hg/ha,See 'Jute and jute-like' and 'Crop yield'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,1751,,,"jute and jute-like, production"
QC.YIELD.JJ.HG.GR10,Jute and jute-like yield annual growth (percent),Jute and jute-like yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"jute and jute-like, production"
QC.YIELD.JJ.HG.GR12,Jute and jute-like yield annual growth (percent),Jute and jute-like yield,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"jute and jute-like, production"
QA.STCK.CB.HD.NO,Cattle and buffaloes (heads),Cattle and buffaloes,,heads,See 'Cattle' and 'Buffaloes'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5111,1746,,,"cattle and buffaloes, production"
QA.STCK.CB.HD.SHW,"Cattle and buffaloes, share of world",Cattle and buffaloes,,percent,,,"FAO, Statistics Division",processed,,,,,,"cattle and buffaloes, production"
QA.STCK.CB.HD.SHL,Cattle and buffaloes per ha of agricultural area (head/ha),Cattle and buffaloes,,head/ha,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cattle and buffaloes, production"
QA.STCK.CB.HD.GR12,Cattle and buffaloes annual growth (percent),Cattle and buffaloes,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"cattle and buffaloes, production"
QA.STCK.SG.HD.NO,Sheep and goats (heads),Sheep and goats,,heads,See 'Sheep' and 'Goats'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5111,1749,,,"sheep and goats, production"
QA.STCK.SG.HD.SHW,"Sheep and goats, share of world total",Sheep and goats,,percent,,,"FAO, Statistics Division",processed,,,,,,"sheep and goats, production"
QA.STCK.SG.HD.SHL,Sheep and goats per ha of agricultural area (head/ha),Sheep and goats,,head/ha,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sheep and goats, production"
QA.STCK.SG.HD.GR12,Sheep and goats annual growth (percent),Sheep and goats,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"sheep and goats, production"
QA.STCK.PB.HD.NO,Poultry birds (heads),Poultry birds,thousand,heads,Domesticated birds for commercial use.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5112,2029,,,"poultry birds, production"
QA.STCK.PB.HD.SHW,"Poultry, share of world",Poultry birds,,percent,,,"FAO, Statistics Division",processed,,,,,,"poultry birds, production"
QA.STCK.PB.HD.SHL,Poultry birds per ha of agricultural area (head/ha),Poultry birds,,head/ha,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"poultry birds, production"
QA.STCK.PB.HD.GR12,Poultry birds annual growth (percent),Poultry birds,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"poultry birds, production"
QA.STCK.PIG.HD.NO,Pigs (heads),Pigs,,heads,Domestic pig (Sus domestica)  wild boar (Sus scrofa). See 866. Excludes non-domesticated wild boars.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5111,1034,,,"pigs, production"
QA.STCK.PIG.HD.SHW,"Pigs, share of world",Pigs,,percent,,,"FAO, Statistics Division",processed,,,,,,"pigs, production"
QA.STCK.PIG.HD.SHL,Pigs per ha of agricultural area (head/ha),Pigs,,heads/ha,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pigs, production"
QA.STCK.PIG.HD.GR12,Pigs annual growth (percent),Pigs,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"pigs, production"
QA.STCK.CHI.HD.NO,Chickens (heads),Chickens,thousand,heads,See 'Chickens' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5112,1057,,,"chickens, production"
QA.STCK.DU.HD.NO,Ducks (heads),Ducks,thousand,heads,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5112,1068,,,"ducks, production"
QA.STCK.GGF.HD.NO,Geese and guinea fowls (heads),Geese and guinea fowls,thousand,heads,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5112,1072,,,"geese and guinea fowls, production"
QA.STCK.TU.HD.NO,Turkeys (heads),Turkeys,thousand,heads,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QA,5112,1079,,,"turkeys, production"
QD.PRD.BOB.TN.NO,Beer of barley (tonnes),Beer of barley,,tonnes,See 'Beer of barley' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,51,,,"beer of barley, production"
QD.PRD.CCO.TN.NO,Coconut (copra) oil (tonnes),Coconut (copra) oil,,tonnes,See 'Coconut (copra) oil' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,252,,,"coconut (copra) oil, production"
QD.PRD.CL.TN.NO,Cotton lint (tonnes),Cotton lint,,tonnes,See 'Cotton lint' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,767,,,"cotton lint, production"
QD.PRD.CSO.TN.NO,Cottonseed oil (tonnes),Cottonseed oil,,tonnes,"Default composition:  Oil, cottonseed",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,331,,,"cottonseed oil, production"
QD.PRD.CS.TN.NO,Cottonseed (tonnes),Cottonseed,,tonnes,See 'Cottonseed' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,329,,,"cottonseed, production"
QD.PRD.GNO.TN.NO,Groundnut oil (tonnes),Groundnut oil,,tonnes,"Default composition:  Oil, groundnut",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,244,,,"groundnut oil, production"
QD.PRD.LSO.TN.NO,Linseed oil (tonnes),Linseed oil,,tonnes,See 'Oil crops'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,334,,,"linseed oil, production"
QD.PRD.MO.TN.NO,Maize oil (tonnes),Maize oil,,tonnes,"See 'Oil, maize' and 'Crop production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,60,,,"maize oil, production"
QD.PRD.MS.TN.NO,Margrine short (tonnes),Margrine short,,tonnes,See 'Margrine short' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,1242,,,"margrine short, production"
QD.PRD.ML.TN.NO,Molasses (tonnes),Molasses,,tonnes,See 'Molasses' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,165,,,"molasses, production"
QD.PRD.OOV.TN.NO,"Olive oil, virgin (tonnes)","Olive oil, virgin",,tonnes,"See 'Olive oil, virgin' and 'Crop production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,261,,,"olive oil, production"
QD.PRD.PKO.TN.NO,Palm kernel oil (tonnes),Palm kernel oil,,tonnes,See 'Palm kernel oil' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,258,,,"palm kernel oil, production"
QD.PRD.PK.TN.NO,Palm kernels (tonnes),Palm kernels,,tonnes,See 'Palm kernels' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,256,,,"palm kernels, production"
QD.PRD.PO.TN.NO,Palm oil (tonnes),Palm oil,,tonnes,"See 'Oil, palm' and 'Crop production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,257,,,"palm oil, production"
QD.PRD.RO.TN.NO,Rapeseed oil (tonnes),Rapeseed oil,,tonnes,See 'Rape  and Mustard oil'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,271,,,"rapeseed oil, production"
QD.PRD.SAFO.TN.NO,Safflower oil (tonnes),Safflower oil,,tonnes,See 'Oilcrops'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,281,,,"safflower oil, production"
QD.PRD.SO.TN.NO,Sesame oil (tonnes),Sesame oil,,tonnes,"Default composition:  Oil, sesame",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,290,,,"sesame oil, production"
QD.PRD.SBO.TN.NO,Soybean oil (tonnes),Soybean oil,,tonnes,See 'Soybean oil' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,237,,,"soybean oil, production"
QD.PRD.SRC.TN.NO,Sugar raw centrifugal (tonnes),Sugar raw centrifugal,,tonnes,See 'Sugar (Raw Equivalent)' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,162,,,"sugar raw centrifugal, production"
QD.PRD.SUFO.TN.NO,Sunflower oil (tonnes),Sunflower oil (tonnes),,tonnes,See 'Sunflowerseed oil' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,268,,,"sunflower oil, production"
QD.PRD.WINE.TN.NO,Wine production (tonnes),Wine production,,tonnes,See 'Wine' and 'Crop production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QD,5510,564,,,"wine, production"
QD.PRD.WINE.TN.SHW,"Wine production, share of world production (percent)",Wine production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"wine, production"
QC.PRD.FRUNOGR.TN.NO,"Fruit production, excluding melons  and grapes (tonnes)",Fruit production excl. grapes,,tonnes,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fruit, production"
QC.PRD.FRUNOGR.TN.GR12,"Fruit production, excluding melons  and grapes annual growth (percent)",Fruit production excl. grapes,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fruit, production"
QC.PRD.FRUNOGR.TN.SHW,"Fruit production, excluding melons  and grapes, share of world production (percent)",Fruit production excl. grapes,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fruit, production"
QD.RHRV.VINE.HA.NO,Vineyards harvested area (ha),Vineyards area,,ha,See 'Grapes' and 'Crop area'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,560,,,"wine, production"
QD.RHRV.VINE.HA.SHW,"Vineyards harvested area, share of world (percent)",Vineyards area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"wine, production"
QD.RHRV.VINE.HA.SHL,"Vineyards harvested area, share of gricultural area (percent)",Vineyards area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"wine, production"
QC.RHRV.FRUNOGR.HA.NO,Fruit excluding grapes harvested area (ha),Fruit excl. grapes harvested area,,ha,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fruit, production"
QC.RHRV.FRUNOGR.HA.GR12,Fruit excluding grapes harvested area annual growth (percent),Fruit excl. grapes harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fruit, production"
QC.RHRV.FRUNOGR.HA.SHW,"Fruit excluding grapes harvested area, share of world area (percent)",Fruit excl. grapes harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fruit, production"
QC.RHRV.FRUNOGR.HA.SHL,"Fruit excluding grapes harvested area, share of agricultural area (percent)",Fruit excl. grapes harvested area,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"fruit, production"
QL.PRD.TOT.TN.NO,"Meat, total (tonnes)",Total meat,,tonnes,"See 'Meat, total' and 'Production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,1765,,,production
QL.PRD.TOT.TN.SHP,"Meat, total per capita (tonne/cap)",Total meat,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.TOT.TN.GR10,"Meat, total annual growth (percent)",Total meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.TOT.TN.GR12,"Meat, total annual growth (percent)",Total meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.BB.TN.NO,Beef and buffalo meat (tonnes),Beef and buffalo meat,,tonnes,"See 'Buffalos', 'Meat, total', and 'Production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,1806,,,production
QL.PRD.BB.TN.SHP,Beef and buffalo meat per capita (tonne/cap),Beef and buffalo meat,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.BB.TN.GR10,Beef and buffalo meat annual growth (percent),Beef and buffalo meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.BB.TN.GR12,Beef and buffalo meat annual growth (percent),Beef and buffalo meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.SG.TN.NO,Sheep and goat meat (tonnes),Sheep and goat meat,,tonnes,"See 'Sheep', 'Goats', 'Meat, total', and 'Production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,1807,,,production
QL.PRD.SG.TN.SHP,Sheep and goat meat per capita (tonne/cap),Sheep and goat meat,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.SG.TN.GR10,Sheep and goat meat annual growth (percent),Sheep and goat meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.SG.TN.GR12,Sheep and goat meat annual growth (percent),Sheep and goat meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.POU.TN.NO,Poultry meat (tonnes),Poultry meat,,tonnes,See 'Poultry meat' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,1808,,,production
QL.PRD.POU.TN.SHP,Poultry meat per capita (tonne/cap),Poultry meat,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.POU.TN.GR10,Poultry meat annual growth (percent),Poultry meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.POU.TN.GR12,Poultry meat annual growth (percent),Poultry meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.PIG.TN.NO,Pig meat per capita (tonne/cap),Pig meat,,tonnes,See 'Pig meat' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,1035,,,production
QL.PRD.PIG.TN.SH,Pig meat (tonnes),Pig meat,,tonne/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.PIG.TN.GR10,Pig meat annual growth (percent),Pig meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.PIG.TN.GR12,Pig meat annual growth (percent),Pig meat,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.EGG.TN.NO,Eggs primary production (tonnes),Eggs primary production,,tonnes,See 'Eggs' and 'Egg production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,1783,,,production
QL.PRD.EGG.TN.GR10,Eggs primary production annual growth (percent),Eggs primary production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.EGG.TN.GR12,Eggs primary production annual growth (percent),Eggs primary production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.MILK.TN.NO,Milk production (tonnes),Milk production,,tonnes,"Production data of milk indicates the quantity of milk produced during the year from the animals of the species to which the Supply Utilization Accounts refer. Milk production data is reported according to the concept of net milk production: total production of whole fresh milk, excluding the milk sucked by young animals but including amounts fed to livestock.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,1780,,,production
QL.PRD.MILK.TN.GR10,Milk production annual growth (percent),Milk production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QL.PRD.MILK.TN.GR12,Milk production annual growth (percent),Milk production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QP.PRD.BG.TN.NO,Butter and ghee production (tonnes),Butter and ghee production,,tonnes,"See 'Butter, ghee' and 'Production'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QP,5510,1811,,,production
QP.PRD.BG.TN.GR12,"Butter and ghee production, annual growth (percent)",Butter and ghee production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QP.PRD.CH.TN.NO,Cheese (all kinds) production (tonnes),Cheese (all kinds) production,,tonnes,All kinds of cheese. See also 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QP,5510,1745,,,production
QP.PRD.CH.TN.GR12,"Cheese (all kinds) production, annual growth (percent)",Cheese (all kinds) production,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production
QP.PRD.ECM.TN.NO,Evaporated and condensed milk production (tonnes),Evaporat and condensed milk production,,tonnes,See 'Milk excluding butter' and 'Milk production (tonnes)'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QP,5510,1816,,,production
QP.PRD.SMBD.TN.NO,"Skim milk and buttermilk production, dry (tonnes)",Skim milk and buttermilk production,,tonnes,See 'Milk excluding butter' and 'Milk production (tonnes)'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QP,5510,1809,,,production
QP.PRD.WOOL.TN.NO,Wool production (tonnes),Wool,,tonnes,"See 'Fats, Animals and Raw'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,QL,5510,987,,,production
POP.TOT.BASE.0406,"Population, average 1004-2006",Population,thousand,people,,,United Nations Population Division,processed,,,,,,population
QV.GPV.FOOD.ID.NO,Food gross production value (constant 2004-2006 I$),Food,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,152,2054,,,agricultural production value
QV.GPV.FOOD.BASE.0406,Food gross production value (average 2004-2006 I$),Food,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.GPCPV.FOOD.ID.SHP,Food gross per capita production value (per capita constant 2004-2006 I$),Food,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.GPV.FOOD.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.FOOD.ID.NO,Food net production value (constant 2004-2006 I$),Food,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2054,,,agricultural production value
QV.NPV.FOOD.BASE.0406,Food net production value (average 2004-2006 I$),Food,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.FOOD.ID.SHP,Food net per capita production value (per capita constant 2004-2006 I$),Food,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.FOOD.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.CRPS.ID.NO,Crops net production value (constant 2004-2006 I$),Crops,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2041,,,agricultural production value
QV.NPV.CRPS.BASE.0406,Crops net production value (average 2004-2006 I$),Crops,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.CRPS.ID.SHP,Crops net per capita production value (per capita constant 2004-2006 I$),Crops,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.CRPS.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.GPV.AGR.ID.NO,Agriculture gross production value (constant 2004-2006 I$),Agriculture,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,152,2051,,,agricultural production value
QV.GPV.AGR.BASE.0406,Agriculture gross production value (average 2004-2006 I$),Agriculture,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.AGR.ID.NO,Agriculture net production value (constant 2004-2006 I$),Agriculture,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2051,,,agricultural production value
QV.NPV.AGR.BASE.0406,Agriculture net production value (average 2004-2006 I$),Agriculture,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.AGR.ID.SHP,Agriculture net per capita production value (per capita constant 2004-2006 I$),Agriculture,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.AGR.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.CRLS.ID.NO,Cereals net production value (constant 2004-2006 I$),Cereals,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,1717,,,agricultural production value
QV.NPV.CRLS.BASE.0406,Cereals net production value (average 2004-2006 I$),Cereals,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.CRLS.ID.SHP,Cereals net per capita production value (per capita constant 2004-2006 I$),Cereals,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.CRLS.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
